Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2022,Other Professionals,1498542045,1724966398,3223508443,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Other Professionals,1621149057,1859168561,3480317618,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Drugs,1534607480,2185431574,3720039054,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,Drugs,1674531001,2368216616,4042747616,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,Drugs,1796942930,2497785874,4294728804,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,Drugs,1954280100,2713143754,4667423854,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,Drugs,2187822733,2972661720,5160484453,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,Drugs,2303576478,3175843602,5479420080,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,Drugs,2378705041,3293038161,5671743202,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,Drugs,2393212299,3346206957,5739419255,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,Drugs,2445465503,3409039726,5854505229,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,Drugs,2456697219,3454808200,5911505419,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,Drugs,2396037299,3458776257,5854813556,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,Drugs,2480847199,3586431470,6067278669,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,Drugs,2447326943,3622061202,6069388145,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,Drugs,2486303201,3751561649,6237864849,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,Drugs,2387347258,3717782922,6105130180,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,Drugs,2338164173,3719646108,6057810281,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,Drugs,2478915966,3896741314,6375657280,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,Drugs,2611671826,4049904281,6661576107,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,Drugs,2533650459,4247765737,6781416196,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,Drugs,2548586500,4329331909,6877918409,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Drugs,2678217000,4517019345,7195236345,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Public Health,612685759,850861135,1463546894,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,Public Health,632842543,877531565,1510374108,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,Public Health,666582382,905760944,1572343325,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,Public Health,706644682,954168851,1660813533,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,Public Health,755753043,1027681006,1783434049,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,Public Health,797922767,1070705897,1868628663,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,Public Health,913219950,1248095619,2161315569,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,Public Health,903584744,1209775412,2113360155,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,Public Health,894778057,1241082523,2135860580,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,Public Health,924795910,1289484194,2214280104,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,Public Health,928690212,1298108325,2226798537,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,Public Health,938174276,1323859365,2262033642,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,Public Health,803063084,1187024089,1990087173,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,Public Health,753336653,1142428919,1895765572,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,Public Health,750838390,1159259257,1910097647,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,Public Health,821710575,1272236327,2093946902,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,Public Health,890953326,1381712584,2272665910,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,Public Health,989556652,1532260694,2521817347,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,Public Health,1064742848,1729939774,2794682622,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,Public Health,1226422679,1970189238,3196611917,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Public Health,1478539463,2247583984,3726123447,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Administration,299190745,439076358,738267103,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,Administration,291809128,439695549,731504677,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,Administration,294812571,475950943,770763514,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,Administration,298215768,478220105,776435872,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,Administration,307625458,505975647,813601105,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,Administration,320852308,511044163,831896471,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,Administration,343237376,554168930,897406307,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,Administration,335747780,537360856,873108636,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,Administration,338882334,544116385,882998719,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,Administration,341449038,560182541,901631579,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,Administration,342730939,559142734,901873673,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,Administration,340733748,547285595,888019343,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,Administration,264989416,463605940,728595356,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,Administration,241500789,442152517,683653306,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,Administration,249033734,476070555,725104289,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,Administration,263581387,502407918,765989304,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,Administration,284191961,555492630,839684591,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,Administration,308930018,568587481,877517499,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,Administration,375350727,707189522,1082540249,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,Administration,453331583,836538684,1289870267,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Administration,529668517,927298324,1456966842,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Other Health Spending: Net of HCC,736620420,1095227600,1831848020,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,Other Health Spending: Net of HCC,785269151,1157082016,1942351167,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,Other Health Spending: Net of HCC,832065113,1238251456,2070316569,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,Other Health Spending: Net of HCC,857244223,1322689837,2179934059,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,Other Health Spending: Net of HCC,914684488,1428103450,2342787938,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,Other Health Spending: Net of HCC,981073447,1549538889,2530612336,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,Other Health Spending: Net of HCC,1089291559,1678173305,2767464863,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,Other Health Spending: Net of HCC,1151502658,1691990704,2843493362,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,Other Health Spending: Net of HCC,1213672769,1721975935,2935648704,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,Other Health Spending: Net of HCC,1261208989,1829900455,3091109444,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,Other Health Spending: Net of HCC,1291643380,1858438316,3150081697,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,Other Health Spending: Net of HCC,1357315123,1948174958,3305490081,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,Other Health Spending: Net of HCC,2236401039,2820287264,5056688303,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,Other Health Spending: Net of HCC,1209616482,3195607163,4405223645,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,Other Health Spending: Net of HCC,1337566600,3476284050,4813850651,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,Other Health Spending: Net of HCC,1460417260,3741601150,5202018410,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,Other Health Spending: Net of HCC,1572965464,4034331312,5607296776,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,Other Health Spending: Net of HCC,1587295350,4377745698,5965041048,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,Other Health Spending: Net of HCC,1694383809,4675479862,6369863672,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,Other Health Spending: Net of HCC,2192705805,5397171648,7589877453,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Other Health Spending: Net of HCC,2177988758,5685200842,7863189599,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,COVID-19 Response Funding,,,0,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,COVID-19 Response Funding,,,0,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,COVID-19 Response Funding,,,0,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,COVID-19 Response Funding,,,0,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,COVID-19 Response Funding,,,0,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,COVID-19 Response Funding,,,0,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,COVID-19 Response Funding,,,0,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,COVID-19 Response Funding,,,0,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,COVID-19 Response Funding,,,0,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,COVID-19 Response Funding,,,0,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,COVID-19 Response Funding,,,0,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,COVID-19 Response Funding,,,0,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,COVID-19 Response Funding,,,0,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,COVID-19 Response Funding,,,0,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,COVID-19 Response Funding,,,0,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,COVID-19 Response Funding,,,0,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,COVID-19 Response Funding,,,0,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,COVID-19 Response Funding,7462176092,10586478619,18048654711,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,COVID-19 Response Funding,8414827945,11239176087,19654004032,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,COVID-19 Response Funding,2001444394,2610360116,4611804510,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,COVID-19 Response Funding,,,0,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Total,17145992075,18792396328,35938388403,511.8,79.43,0,0,0,0,0,0,0,0,0,1,0,0
2004,Total,18206762422,19937773269,38144535691,531.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0
2005,Total,19146942750,20945747581,40092690331,546.5,79.93,0,0,0,0,0,0,0,0,0,1,0,0
2006,Total,20526862085,22471989704,42998851789,557.6,80.25,0,0,0,0,0,0,0,0,0,1,0,0
2007,Total,22311907064,24371620846,46683527910,565.9,80.52,0,0,0,0,0,0,0,0,0,1,0,0
2008,Total,23380205490,25603856375,48984061866,573.8,80.79,0,0,0,0,0,0,0,0,0,1,0,0
2009,Total,25118385716,27493739494,52612125210,585.9,80.99,0,0,0,0,0,0,0,0,0,1,0,0
2010,Total,26267859394,28590579220,54858438614,640.8,81.24,0,0,0,0,0,0,0,0,0,1,0,0
2011,Total,27363054647,29703237055,57066291702,685.8,81.46,0,0,0,0,0,0,0,0,0,1,0,0
2012,Total,28078835413,30533543536,58612378948,701.4,81.6,0,0,0,0,0,0,0,0,0,1,0,0
2013,Total,29257143454,31771380138,61028523592,621.5,81.77,0,0,0,0,0,0,0,0,0,1,0,0
2014,Total,29935701294,32524179180,62459880474,649.0,81.92,0,0,0,0,0,0,0,0,0,1,0,0
2015,Total,32779214603,35432989261,68212203864,656.8,82.05,0,0,0,0,0,0,0,0,0,1,0,0
2016,Total,33163166092,35974175737,69137341829,673.4,82.22,0,0,0,0,0,0,0,0,0,1,0,0
2017,Total,34750385572,37735580773,72485966346,672.9,82.36,0,0,0,0,0,0,0,0,0,1,0,0
2018,Total,36839315977,39958408175,76797724153,658.9,82.48,0,0,0,0,0,0,0,0,0,1,0,0
2019,Total,38799255800,42046720273,80845976073,670.4,82.63,0,0,0,0,0,0,0,0,0,1,0,0
2020,Total,47041252142,53598158821,100639410963,676.2,82.57,0,0,0,0,0,0,0,0,0,1,0,0
2021,Total,51130273176,57826811459,108957084635,670.5,82.62,0,0,0,0,0,0,0,0,0,1,0,0
2022,Total,51331765017,56014029106,107345794122,668.3,82.65,0,0,0,0,0,0,0,0,0,1,0,0
2023,Total,51322068584,55529002714,106851071298,665.8,82.72,0,0,0,0,0,0,0,0,0,1,0,0
2003,Hospitals,12193617076,12373359818,24566976893,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Hospitals,13365169703,13544677369,26909847072,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Hospitals,13935653185,14128988472,28064641656,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Hospitals,14726521978,14930504806,29657026784,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Hospitals,15561648941,15775189373,31336838314,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Hospitals,16463812924,16684020327,33147833251,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Hospitals,17203935799,17452407166,34656342965,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Hospitals,17871925955,18114388930,35986314884,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Hospitals,18547011609,18780854654,37327866263,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Hospitals,18983153762,19206291405,38189445167,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Hospitals,19647716870,19870748303,39518465172,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Hospitals,19983861588,20202554371,40186415958,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Hospitals,20191113672,20403960869,40595074541,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Hospitals,20670952010,20889730880,41560682889,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Hospitals,21368579401,21573379266,42941958667,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Hospitals,22255548977,22474852841,44730401818,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Hospitals,22818609183,23048098894,45866708077,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Hospitals,23832432174,24071255521,47903687695,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
2021,Hospitals,24277371018,24531345420,48808716438,565.3,82.39,0,0,0,0,0,0,0,1,0,0,0,0
2022,Hospitals,28042173473,28310584792,56352758265,554.8,82.45,0,0,0,0,0,0,0,1,0,0,0,0
2023,Hospitals,28815112319,29091529137,57906641456,561.9,82.51,0,0,0,0,0,0,0,1,0,0,0,0
2003,Physicians,6519777807,6628212391,13147990198,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Physicians,7024944041,7134332257,14159276298,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Physicians,7674395320,7806383144,15480778464,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Physicians,8373494742,8524080519,16897575261,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Physicians,9113019251,9266249727,18379268978,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Physicians,9984841292,10148047500,20132888792,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Physicians,10735693035,10885817273,21621510308,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Physicians,11436773217,11591335078,23028108295,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Physicians,12081247580,12234493317,24315740898,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Physicians,12401504714,12563393242,24964897956,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Physicians,12614742610,12771338903,25386081513,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Physicians,13028426862,13183600889,26212027751,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Physicians,13190858611,13350852722,26541711333,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Physicians,13423743374,13601181839,27024925213,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Physicians,13946032184,14141854447,28087886631,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Physicians,14482146902,14680853956,29163000858,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Physicians,15292682325,15448935968,30741618293,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Physicians,15016130223,15169954245,30186084468,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
2021,Physicians,15896174762,16059806072,31955980835,565.3,82.39,0,0,0,0,0,0,0,1,0,0,0,0
2022,Physicians,17104053709,17276917163,34380970872,554.8,82.45,0,0,0,0,0,0,0,1,0,0,0,0
2023,Physicians,18060439041,18239850892,36300289933,561.9,82.51,0,0,0,0,0,0,0,1,0,0,0,0
2003,Other Professionals,308939921,413845428,722785348,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Other Professionals,303341483,408538914,711880397,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Other Professionals,195435636,306639765,502075401,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Other Professionals,180428799,292866140,473294939,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Other Professionals,228163685,347196616,575360300,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Other Professionals,280918696,412253964,693172660,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Other Professionals,327924439,493697381,821621820,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Other Professionals,366301038,530655209,896956247,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Other Professionals,405566951,562013473,967580424,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Other Professionals,445681761,590874699,1036556460,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Other Professionals,385629070,523558720,909187789,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Other Professionals,328944649,466331580,795276228,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Other Professionals,327842745,472534511,800377256,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Other Professionals,343858422,507617016,851475438,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Other Professionals,354576488,540989007,895565495,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Other Professionals,369940398,589537224,959477622,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Other Professionals,385234980,655339549,1040574529,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Other Professionals,366180848,619996334,986177182,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
2021,Other Professionals,409362856,699966451,1109329307,565.3,82.39,0,0,0,0,0,0,0,1,0,0,0,0
2022,Other Professionals,441132603,755430377,1196562980,554.8,82.45,0,0,0,0,0,0,0,1,0,0,0,0
2023,Other Professionals,456744306,784251429,1240995735,561.9,82.51,0,0,0,0,0,0,0,1,0,0,0,0
2003,Drugs,2829373205,2987827763,5817200969,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Drugs,3140875495,3312916698,6453792192,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Drugs,3438951635,3632020898,7070972532,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Drugs,3693296011,3903851897,7597147908,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Drugs,3813696746,4032288467,7845985214,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Drugs,4063119268,4287620906,8350740174,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Drugs,4405810685,4637769897,9043580582,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Drugs,4354725075,4584515419,8939240493,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Drugs,4381453700,4601553563,8983007263,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Drugs,4378475128,4584296876,8962772004,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Drugs,4457159399,4652660610,9109820009,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Drugs,4753496764,4950076701,9703573465,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Drugs,5047487946,5256953871,10304441817,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Drugs,4993118394,5245517630,10238636025,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Drugs,5262156297,5525936655,10788092953,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Drugs,5661859660,5948464229,11610323888,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Drugs,5768293171,6080457036,11848750207,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Drugs,5922997262,6210231666,12133228929,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
2021,Drugs,6326752863,6620078281,12946831143,565.3,82.39,0,0,0,0,0,0,0,1,0,0,0,0
2022,Drugs,6854947948,7174852711,14029800658,554.8,82.45,0,0,0,0,0,0,0,1,0,0,0,0
2023,Drugs,7000408112,7331589323,14331997435,561.9,82.51,0,0,0,0,0,0,0,1,0,0,0,0
2003,Public Health,2124245987,3227641824,5351887811,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Public Health,1991566336,3061001184,5052567520,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Public Health,2336969026,3302144486,5639113511,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Public Health,2545949806,3592523449,6138473255,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Public Health,2667755662,3588364798,6256120459,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Public Health,2837135299,3633253132,6470388431,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Public Health,3049833560,3962484261,7012317820,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Public Health,3198855016,4098454696,7297309712,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Public Health,3393333025,4351767214,7745100240,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Public Health,3437527747,4480772257,7918300004,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Public Health,3079489149,4175683245,7255172394,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Public Health,3100691416,4231387233,7332078649,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Public Health,3246220544,4385477205,7631697748,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Public Health,3419065311,4574190844,7993256155,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Public Health,3595953870,4831693463,8427647333,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Public Health,3736838459,5130604335,8867442793,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Public Health,4205838876,5778416381,9984255257,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Public Health,4391405455,6138409282,10529814737,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
2021,Public Health,4749212208,6729658052,11478870260,565.3,82.39,0,0,0,0,0,0,0,1,0,0,0,0
2022,Public Health,6620675505,8838074745,15458750250,554.8,82.45,0,0,0,0,0,0,0,1,0,0,0,0
2023,Public Health,6366518991,8688181399,15054700389,561.9,82.51,0,0,0,0,0,0,0,1,0,0,0,0
2003,Administration,430049450,684913300,1114962750,445.9,79.95,0,0,0,0,0,0,0,1,0,0,0,0
2004,Administration,449727664,760477205,1210204869,458.3,80.16,0,0,0,0,0,0,0,1,0,0,0,0
2005,Administration,472688193,782389904,1255078096,469.2,80.36,0,0,0,0,0,0,0,1,0,0,0,0
2006,Administration,520940503,810721421,1331661925,476.1,80.68,0,0,0,0,0,0,0,1,0,0,0,0
2007,Administration,574632874,906306361,1480939235,489.8,80.86,0,0,0,0,0,0,0,1,0,0,0,0
2008,Administration,450663410,785703402,1236366812,482.7,81.1,0,0,0,0,0,0,0,1,0,0,0,0
2009,Administration,408372314,781470611,1189842925,492.9,81.27,0,0,0,0,0,0,0,1,0,0,0,0
2010,Administration,432164075,785959785,1218123860,555.6,81.53,0,0,0,0,0,0,0,1,0,0,0,0
2011,Administration,416333552,770763780,1187097332,562.8,81.78,0,0,0,0,0,0,0,1,0,0,0,0
2012,Administration,427165944,805371616,1232537560,553.1,82.01,0,0,0,0,0,0,0,1,0,0,0,0
2013,Administration,451616278,830330481,1281946759,552.4,82.19,0,0,0,0,0,0,0,1,0,0,0,0
2014,Administration,472613744,836710969,1309324713,554.2,82.29,0,0,0,0,0,0,0,1,0,0,0,0
2015,Administration,523437040,878855839,1402292879,561.4,82.36,0,0,0,0,0,0,0,1,0,0,0,0
2016,Administration,563488753,933875884,1497364637,570.2,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2017,Administration,667017507,1097873991,1764891498,583.1,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2018,Administration,688565596,1156252705,1844818300,576.9,82.37,0,0,0,0,0,0,0,1,0,0,0,0
2019,Administration,643918972,1120524280,1764443252,567.6,82.41,0,0,0,0,0,0,0,1,0,0,0,0
2020,Administration,486261098,957170168,1443431266,514.6,82.34,0,0,0,0,0,0,0,1,0,0,0,0
